coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage,dataset_id
14221811,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0236000/BRIT236185.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0236000/BRIT236185.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0236000/BRIT236185_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0236000/BRIT236185_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:05ef382f-3158-4b3a-81bf-116bf0eb94b0,2020-10-09 15:28:48,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14221811,StillImage,Photograph,en,370-symbiota_data
14222118,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0021000/BRIT21065.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0021000/BRIT21065.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0021000/BRIT21065_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0021000/BRIT21065_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:1eed03ba-bfc4-49cd-9fc9-0107df70b0cc,2020-05-16 15:32:02,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14222118,StillImage,Photograph,en,370-symbiota_data
14222300,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0020000/BRIT20888.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0020000/BRIT20888.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0020000/BRIT20888_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0020000/BRIT20888_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:df353de5-b6da-47bb-a980-4ddda17d9ef2,2020-05-16 15:32:05,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14222300,StillImage,Photograph,en,370-symbiota_data
14222511,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0224000/BRIT224814.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0224000/BRIT224814.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0224000/BRIT224814_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0224000/BRIT224814_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:e99af9cb-44cb-43bf-859f-23f012050826,2020-10-12 12:36:11,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14222511,StillImage,Photograph,en,370-symbiota_data
14223230,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0240000/BRIT240321.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0240000/BRIT240321.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0240000/BRIT240321_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0240000/BRIT240321_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:ad0c8d8a-d13e-4a60-a765-2d1e4a2e358b,2020-10-12 12:36:09,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14223230,StillImage,Photograph,en,370-symbiota_data
14223275,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0240000/BRIT240398.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0240000/BRIT240398.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0240000/BRIT240398_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0240000/BRIT240398_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:671ee855-695b-4b77-8573-6151f61af015,2020-10-12 12:36:09,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14223275,StillImage,Photograph,en,370-symbiota_data
14223658,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0009000/BRIT09920.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0009000/BRIT09920.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0009000/BRIT09920_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0009000/BRIT09920_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:5f2a24ab-a249-42a9-bf1f-82ca65a0d921,2020-10-09 15:28:49,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14223658,StillImage,Photograph,en,370-symbiota_data
14223677,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0053000/BRIT53538.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0053000/BRIT53538.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0053000/BRIT53538_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0053000/BRIT53538_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:19e062d4-ba13-47ce-8b14-43c5db1f02d2,2020-10-09 15:28:49,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14223677,StillImage,Photograph,en,370-symbiota_data
14223712,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0233000/BRIT233186.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0233000/BRIT233186.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0233000/BRIT233186_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0233000/BRIT233186_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:412622e7-c7ae-4b9a-a2d0-5eb0305a3dd5,2020-10-12 12:36:10,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14223712,StillImage,Photograph,en,370-symbiota_data
14223843,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0233000/BRIT233285.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0233000/BRIT233285.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0233000/BRIT233285_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0233000/BRIT233285_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:cd4f1e70-9636-44d6-929b-deb6b6d8917f,2020-10-12 12:36:10,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14223843,StillImage,Photograph,en,370-symbiota_data
14223966,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254705.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254705.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254705_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254705_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:c60a65d8-c1d9-459c-857e-6217ace796e8,2020-10-12 12:36:10,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14223966,StillImage,Photograph,en,370-symbiota_data
14223991,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254709.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254709.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254709_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254709_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:aabbef7a-cfeb-4c75-be00-92bcab7dce71,2020-10-12 12:36:10,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14223991,StillImage,Photograph,en,370-symbiota_data
14224096,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254778.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254778.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254778_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0254000/BRIT254778_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:ea765458-b814-46a5-9054-eda50ec6254d,2020-10-12 12:36:10,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14224096,StillImage,Photograph,en,370-symbiota_data
14224330,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0251000/BRIT251581.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0251000/BRIT251581.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0251000/BRIT251581_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0251000/BRIT251581_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:ef72d7b8-cf05-44e7-a3c7-e10c2d713cfc,2020-10-12 12:36:09,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14224330,StillImage,Photograph,en,370-symbiota_data
14224449,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0251000/BRIT251613.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0251000/BRIT251613.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0251000/BRIT251613_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0251000/BRIT251613_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:30dbe69a-a939-4559-96e8-979e7fcf19c6,2020-10-12 12:36:09,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14224449,StillImage,Photograph,en,370-symbiota_data
14224503,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259099.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259099.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259099_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259099_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:e7f5924c-4e1e-4618-b888-ee788dd16ffe,2020-10-09 15:28:49,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14224503,StillImage,Photograph,en,370-symbiota_data
14224579,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0255000/BRIT255051.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0255000/BRIT255051.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0255000/BRIT255051_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0255000/BRIT255051_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:2fddbb99-2d5f-47c4-a0f6-f0abb5a4885e,2020-10-12 12:36:10,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14224579,StillImage,Photograph,en,370-symbiota_data
14224637,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0256000/BRIT256909.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0256000/BRIT256909.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0256000/BRIT256909_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0256000/BRIT256909_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:c6426f58-3c2a-4340-a1f7-d155ae6427f2,2020-10-12 12:36:11,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14224637,StillImage,Photograph,en,370-symbiota_data
14225005,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244919.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244919.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244919_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244919_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:44b29ef3-831b-4e88-aaad-d093dd663bf4,2020-10-12 12:36:11,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14225005,StillImage,Photograph,en,370-symbiota_data
14225016,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244908.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244908.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244908_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244908_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:477fdac8-18d9-4764-ae62-707da313291e,2020-10-12 12:36:11,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14225016,StillImage,Photograph,en,370-symbiota_data
14225079,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244996.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244996.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244996_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0244000/BRIT244996_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:4e1fd719-84b0-413e-b95f-3f2704dc3d27,2020-10-12 12:36:11,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14225079,StillImage,Photograph,en,370-symbiota_data
14226398,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260339.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260339.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260339_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260339_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:68e6617c-9ce2-4871-b3fb-4e29ed6f8870,2020-03-30 10:18:23,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14226398,StillImage,Photograph,en,370-symbiota_data
14226710,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259746.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259746.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259746_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259746_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:80e863c4-2c84-4e3a-a5c6-8fda4a601d0f,2020-05-16 15:32:46,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14226710,StillImage,Photograph,en,370-symbiota_data
14226945,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259991.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259991.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259991_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0259000/BRIT259991_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:ab07f141-17b5-4215-b462-13d1d33aea84,2020-05-16 15:32:08,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14226945,StillImage,Photograph,en,370-symbiota_data
14227083,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260113.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260113.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260113_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260113_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:8d6e91a1-6537-4922-ad12-6ef02185f8c7,2020-05-16 15:32:04,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14227083,StillImage,Photograph,en,370-symbiota_data
14227214,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260200.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260200.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260200_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260200_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:21f6bce3-27e5-4750-9722-0361ad617b74,2020-05-16 15:33:05,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14227214,StillImage,Photograph,en,370-symbiota_data
14227494,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0272000/BRIT272434.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0272000/BRIT272434.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0272000/BRIT272434_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0272000/BRIT272434_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:b2a5c42f-3832-4abb-9bf7-c5c6d7b4e436,2020-03-30 10:18:25,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14227494,StillImage,Photograph,en,370-symbiota_data
14227551,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261297.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261297.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261297_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261297_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:b95a0fa0-c9e3-4802-9fc5-e730038900ce,2020-03-30 10:18:25,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14227551,StillImage,Photograph,en,370-symbiota_data
14227924,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260799.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260799.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260799_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260799_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:d855b0c8-1caf-4fa4-bad5-91bb3ab320c3,2020-03-30 10:18:24,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14227924,StillImage,Photograph,en,370-symbiota_data
14228081,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260917.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260917.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260917_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0260000/BRIT260917_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:64eaa200-c981-4330-b293-d611cce73dce,2020-03-30 10:18:24,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14228081,StillImage,Photograph,en,370-symbiota_data
14228235,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0001000/BRIT01720.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0001000/BRIT01720.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0001000/BRIT01720_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0001000/BRIT01720_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:f32e71d8-8440-4b4c-b43f-712a319d6184,2020-03-30 10:18:21,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14228235,StillImage,Photograph,en,370-symbiota_data
14228278,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0001000/BRIT01751.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0001000/BRIT01751.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0001000/BRIT01751_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0001000/BRIT01751_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:de4af0c9-b58d-4640-a434-8da08e862c96,2020-03-30 10:18:21,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14228278,StillImage,Photograph,en,370-symbiota_data
14228366,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261122.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261122.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261122_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261122_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:dc42362d-1e1a-471a-82ab-6d1d4b6fccd9,2020-03-30 10:18:24,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14228366,StillImage,Photograph,en,370-symbiota_data
14228370,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261145.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261145.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261145_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0261000/BRIT261145_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:161766b0-0e9c-4922-96b6-83539263e014,2020-03-30 10:18:24,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14228370,StillImage,Photograph,en,370-symbiota_data
14228950,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0277000/BRIT277773.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0277000/BRIT277773.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0277000/BRIT277773_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0277000/BRIT277773_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:a2424c3a-2ebd-4da9-9ae7-f8243a496685,2020-03-30 10:18:27,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14228950,StillImage,Photograph,en,370-symbiota_data
14229234,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0274000/BRIT274250.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0274000/BRIT274250.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0274000/BRIT274250_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0274000/BRIT274250_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:d848160c-8da3-468d-85c5-ce51928c4987,2020-03-30 10:18:26,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14229234,StillImage,Photograph,en,370-symbiota_data
14229314,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0274000/BRIT274658.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0274000/BRIT274658.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0274000/BRIT274658_thumb.jpg,https://web.corral.tacc.utexas.edu/torch/BRIT/BRIT0274000/BRIT274658_med.jpg,,Botanical Research Institute of Texas,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by/4.0/,,,urn:uuid:faa8ae53-e913-4441-877b-f3266b89b327,2020-03-30 10:18:27,image/jpeg,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14229314,StillImage,Photograph,en,370-symbiota_data
